8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.370000000000000000e+03,7.100000000000000000e+01,5.000000000000000000e+00,1.700000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+01,1.976399999999999864e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.180000000000000000e+02,5.000000000000000000e+00,7.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.500000000000000000e+01,4.603499999999999659e+01
1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.453000000000000000e+03,6.000000000000000000e+01,3.590000000000000000e+02,2.400000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+01,1.536519999999999982e+03
1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.198000000000000000e+03,6.600000000000000000e+01,1.000000000000000000e+00,3.500000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.500000000000000000e+01,2.400200000000000102e+02
3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.393000000000000000e+03,5.800000000000000000e+01,2.000000000000000000e+00,3.300000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.500000000000000000e+01,1.458050000000000068e+02
1.100000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,3.775000000000000000e+03,8.200000000000000000e+01,3.200000000000000000e+01,2.800000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+01,2.822799999999999727e+02
4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.360000000000000000e+03,3.900000000000000000e+01,2.850000000000000000e+02,1.800000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+01,1.235960000000000036e+03
1.300000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,9.115000000000000000e+03,1.210000000000000000e+02,1.440000000000000000e+02,4.300000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+01,9.454400000000000546e+02
7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.377300000000000000e+04,1.690000000000000000e+02,0.000000000000000000e+00,4.400000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+01,5.576799999999999500e+02
7.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.515000000000000000e+03,8.300000000000000000e+01,2.000000000000000000e+00,2.500000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+01,1.919199999999999875e+02
6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.918000000000000000e+03,9.500000000000000000e+01,7.000000000000000000e+00,1.200000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+01,2.685199999999999818e+02
9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.238000000000000000e+03,5.400000000000000000e+01,8.000000000000000000e+00,1.700000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+01,1.236800000000000068e+02
2.500000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+00,1.514000000000000000e+04,2.250000000000000000e+02,5.400000000000000000e+01,3.200000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+01,8.306000000000000227e+02
4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.095000000000000000e+03,2.700000000000000000e+01,4.830000000000000000e+02,8.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+01,2.056880000000000109e+03
9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.548500000000000000e+04,1.820000000000000000e+02,1.500000000000000000e+02,3.000000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.500000000000000000e+01,1.380015000000000100e+03
3.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,6.500000000000000000e+03,8.600000000000000000e+01,1.860000000000000000e+02,2.600000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+01,1.007440000000000055e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.750000000000000000e+02,1.400000000000000000e+01,0.000000000000000000e+00,1.100000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.500000000000000000e+01,4.000500000000000256e+01
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.100000000000000000e+02,1.400000000000000000e+01,1.300000000000000000e+01,8.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+01,8.095999999999999375e+01
